All Tables
Month	yyyy	ics_all	ics_inc31	ics_inc32	ics_inc33	ics_a1834	ics_a3554	ics_a5597	ics_ne	ics_nc	ics_s	ics_w	icc_all	ice_all	pago_f_all	pago_s_all	pago_u_all	pago_dk_all	pago_r_all	pagorn_hy_all	pagorn_ha_all	pagorn_ld_all	pagorn_ly_all	pagorn_hp_all	pagorn_la_all	pagorn_hd_all	pagorn_ny_all	pagorn_nad_all	pexp_f_all	pexp_s_all	pexp_u_all	pexp_dk_all	pexp_r_all	ptrd_bb_all	ptrd_bs_all	ptrd_ss_all	ptrd_ws_all	ptrd_ww_all	ptrd_bw_all	ptrd_dk_all	ptrd_r_all	pago5_f_all	pago5_s_all	pago5_u_all	pago5_dk_all	pago5_r_all	pexp5_f_all	pexp5_s_all	pexp5_u_all	pexp5_dk_all	pexp5_r_all	ptrd5_bb_all	ptrd5_bs_all	ptrd5_ss_all	ptrd5_ws_all	ptrd5_ww_all	ptrd5_bw_all	ptrd5_dk_all	ptrd5_r_all	inex_dwn_all	inex_0_all	inex_12_all	inex_34_all	inex_5_all	inex_69_all	inex_125_all	inex_25p_all	inex_dkup_all	inex_dk_all	inex_med_all	inex_r_all	rinc_f_all	rinc_s_all	rinc_u_all	rinc_dk_all	rinc_r_all	pinc2_0_all	pinc2_0124_all	pinc2_2549_all	pinc2_50_all	pinc2_5174_all	pinc2_7599_all	pinc2_100_all	pinc2_dk_all	pinc2_mean_all	pinc_0_all	pinc_0124_all	pinc_2549_all	pinc_50_all	pinc_5174_all	pinc_7599_all	pinc_100_all	pinc_dk_all	pinc_mean_all	pjob_0_all	pjob_0124_all	pjob_2549_all	pjob_50_all	pjob_5174_all	pjob_7599_all	pjob_100_all	pjob_dk_all	pjob_mean_all	pssa_0_all	pssa_0124_all	pssa_2549_all	pssa_50_all	pssa_5174_all	pssa_7599_all	pssa_100_all	pssa_dk_all	pssa_mean_all	pcry_f_all	pcry_s_all	pcry_u_all	pcry_dk_all	pcry_r_all	pstk_0_all	pstk_0124_all	pstk_2549_all	pstk_50_all	pstk_5174_all	pstk_7599_all	pstk_100_all	pstk_dk_all	pstk_mean_all	inv_9_all	inv_24_all	inv_49_all	inv_99_all	inv_199_all	inv_499_all	inv_500_all	inv_dk_all	inv_md_all	inv_p25_all	inv_p75_all	inv_r50_all	hmv_99_all	hmv_199_all	hmv_299_all	hmv_399_all	hmv_499_all	hmv_500_all	hmv_dk_all	hmv_md_all	hmv_p25_all	hmv_p75_all	hmv_r50_all	news_f_all	news_u_all	news_n_all	news_r_all	newsrn_f_govt_all	newsrn_f_emp_all	newsrn_f_dem_all	newsrn_f_pri_all	newsrn_f_cred_all	newsrn_f_stk_all	newsrn_f_trd_all	newsrn_u_govt_all	newsrn_u_emp_all	newsrn_u_dem_all	newsrn_u_pri_all	newsrn_u_cred_all	newsrn_u_eng_all	newsrn_u_stk_all	newsrn_u_trd_all	newsrn_np_all	newsrn_ne_all	newsrn_ng_all	bago_f_all	bago_s_all	bago_u_all	bago_dk_all	bago_r_all	bexp_f_all	bexp_s_all	bexp_u_all	bexp_dk_all	bexp_r_all	btrd_bb_all	btrd_bs_all	btrd_ss_all	btrd_ws_all	btrd_ww_all	btrd_bw_all	btrd_dk_all	btrd_r_all	bus12_f_all	bus12_s_all	bus12_u_all	bus12_dk_all	bus12_na_all	bus12_r_all	bus5_f_all	bus5_s_all	bus5_u_all	bus5_na_all	bus5_r_all	umex_f_all	umex_s_all	umex_u_all	umex_dk_all	umex_r_all	ratex_f_all	ratex_s_all	ratex_u_all	ratex_dk_all	ratex_r_all	px1_dwn_all	px1_0_all	px1_12_all	px1_34_all	px1_5_all	px1_69_all	px1_1014_all	px1_15p_all	px1_dkup_all	px1_dk_all	px1_mean_all	px1_var_all	px1_med_all	px1_std_all	px1_p25_all	px1_p75_all	px1_r50_all	px5_dwn_all	px5_0_all	px5_12_all	px5_34_all	px5_5_all	px5_69_all	px5_1014_all	px5_15p_all	px5_dkup_all	px5_dk_all	px5_mean_all	px5_var_all	px5_std_all	px5_med_all	px5_p25_all	px5_p75_all	px5_r50_all	govt_f_all	govt_s_all	govt_u_all	govt_dk_all	govt_r_all	dur_f_all	dur_s_all	dur_u_all	dur_r_all	durrn_lp_all	durrn_biap_all	durrn_lr_all	durrn_biar_all	durrn_gt_all	durrn_hp_all	durrn_hr_all	durrn_tb_all	durrn_fb_all	durrn_np_all	durrn_nr_all	durrn_nt_all	veh_f_all	veh_s_all	veh_u_all	veh_r_all	vehrn_lp_all	vehrn_biap_all	vehrn_lr_all	vehrn_biar_all	vehrn_gt_all	vehrn_mpg_all	vehrn_hp_all	vehrn_hr_all	vehrn_tb_all	vehrn_fb_all	vehrn_gas_all	vehrn_sel_all	vehrn_np_all	vehrn_nr_all	gas1px_f_all	gas1px_s_all	gas1px_u_all	gas1px_dk_all	gas1px_md_all	gas1px_mean_all	gas5px_f_all	gas5px_s_all	gas5px_u_all	gas5px_dk_all	gas5px_md_all	gas5px_mean_all	hom_f_all	hom_s_all	hom_u_all	hom_r_all	homrn_lp_all	homrn_biap_all	homrn_lr_all	homrn_biar_all	homrn_inv_all	homrn_gt_all	homrn_hp_all	homrn_hr_all	homrn_tb_all	homrn_fb_all	homrn_cd_all	homrn_np_all	homrn_nr_all	homrn_nt_all	homrn_ni_all	shom_f_all	shom_s_all	shom_u_all	shom_r_all	shomrn_hp_all	shomrn_siap_all	shomrn_lr_all	shomrn_siar_all	shomrn_gt_all	shomrn_inv_all	shomrn_lp_all	shomrn_hr_all	shomrn_tb_all	shomrn_fb_all	shomrn_cd_all	shomrn_np_all	shomrn_nr_all	shomrn_nt_all	shomrn_ni_all	homval_f_all	homval_s_all	homval_u_all	homval_dk_all	homval_r_all	hompx1_f_all	hompx1_s_all	hompx1_u_all	hompx1_dk_all	hompx1_mean_all	hompx1_md_all	hompx1_var_all	hompx1_p25_all	hompx1_p75_all	hompx1_r50_all	hompx5_f_all	hompx5_s_all	hompx5_u_all	hompx5_dk_all	hompx5_mean_all	hompx5_md_all	hompx5_var_all	hompx5_p25_all	hompx5_p75_all	hompx5_r50_all	
4	2016	89	82.5	88.2	97.4	102	94	78.4	89	90.3	86.7	90.7	106.7	77.6	45	27	27	1	118	37	6	7	22	9	2	3	15	8	32	55	11	2	121	21	28	18	15	7	8	3	127	59	10	31	0	128	50	34	12	4	138	36	20	5	13	6	16	4	137	16	28	14	12	9	3	9	7	1	1	1.2	139	21	32	46	1	75	21	16	6	13	7	22	14	1	47.4	17	28	11	17	8	15	4	0	37.5	40	33	7	11	3	4	2	0	19.3	23	24	11	14	6	16	5	1	35.6	24	45	31	0	93	2	21	9	18	14	29	5	2	52.7	11	9	7	11	16	22	13	11	135500	29958	299403	269444	15	27	19	14	10	13	2	225615	129125	370719	241594	32	69	41	63	3	16	2	4	1	2	0	18	28	4	2	1	0	4	2	2	-12	-15	50	11	38	1	112	20	55	22	3	98	14	30	8	20	14	10	4	110	39	9	44	2	6	95	42	10	47	1	95	16	52	31	1	85	6	31	63	0	43	2	13	27	25	14	3	7	2	7	0	3.3	13	2.8	3.6	1.1	4.7	3.6	4	2	42	27	10	3	4	1	6	1	2.9	8	2.7	2.5	1.3	3.6	2.4	20	39	41	0	79	75	8	17	158	32	11	14	1	14	6	3	7	4	26	11	3	69	5	26	143	26	6	26	2	9	3	13	5	6	4	1	4	13	21	5	35	60	0	15	24.4	5	17	77	1	75	82.9	77	2	21	156	26	14	44	8	7	12	11	5	7	7	1	15	39	-2	6	57	2	41	116	18	3	13	3	24	4	24	3	13	4	7	-6	10	7	-3	53	36	10	1	143	46	45	9	0	1.8	0.4	41	-0.1	4.6	4.7	65	25	9	1	2.1	2.1	22	0.1	4.2	4.1	
5	2016	94.7	89.4	91.4	103.3	112.9	97.1	82.9	98.1	95	93	94.4	109.9	84.9	49	25	26	0	123	40	6	8	20	9	3	1	20	10	37	51	9	3	128	24	27	17	14	5	10	3	132	60	11	28	1	132	51	31	13	5	138	37	19	5	12	6	16	5	138	16	27	13	12	8	3	12	7	2	0	1.6	141	24	32	42	2	82	20	17	5	12	7	22	17	0	49.8	17	27	9	18	8	14	6	1	38.5	43	30	10	9	2	4	2	0	17.9	21	26	14	13	8	13	5	0	35	25	46	29	0	96	3	14	13	22	14	27	7	0	55	10	8	10	11	13	19	15	14	110125	30536	314088	283552	14	28	23	12	7	14	2	221563	134000	351083	217083	37	58	40	79	3	18	3	4	1	3	0	16	23	2	2	2	0	4	2	2	-5	-13	53	14	31	2	122	24	55	18	3	106	18	32	8	20	10	8	4	120	44	8	37	2	9	107	47	11	41	1	106	21	54	24	1	97	6	37	56	1	50	1	15	33	23	12	3	5	2	5	1	3	11	2.4	3.3	0.9	4.3	3.4	2	1	43	29	12	2	3	1	6	1	2.8	5	2.3	2.5	1.3	3.5	2.3	23	40	36	1	87	78	6	16	162	37	9	16	1	12	7	1	4	4	30	15	4	74	4	22	152	28	6	29	3	12	3	13	2	4	3	2	4	15	27	4	37	58	1	10.1	21.2	4	22	72	2	50.2	67.9	77	2	21	156	26	11	45	7	5	13	15	4	8	3	1	11	41	2	4	64	3	33	131	26	2	19	1	24	4	23	2	11	3	4	3	17	10	0	57	35	7	1	150	49	43	7	1	2.3	0.5	31	-0.4	4.7	5.1	63	28	9	0	2.2	1.9	20	0.1	4.6	4.5	
6	2016	93.5	84.7	92.2	104.2	102.9	99.1	83.9	93.2	88.3	94.5	97.9	110.8	82.4	49	26	25	0	124	39	5	5	20	11	2	3	19	5	34	54	9	3	125	21	32	16	15	5	7	4	133	61	8	31	0	130	53	27	15	5	138	38	17	4	10	8	17	6	137	18	23	13	11	7	6	13	6	2	1	1.6	140	23	36	39	2	84	20	15	5	12	8	21	18	1	50.7	15	25	11	16	9	16	7	1	41.4	39	33	9	11	3	3	2	0	19.1	21	28	10	13	5	17	4	2	35.2	22	46	32	0	90	2	16	12	20	18	25	7	0	54	10	11	7	14	14	15	16	13	95645	27545	285822	258278	16	25	23	9	9	12	6	205000	130375	365000	234625	35	55	45	80	2	18	3	2	1	3	0	14	21	3	2	2	1	2	3	0	-3	-12	50	12	36	2	114	24	50	21	5	103	15	27	8	19	11	13	7	112	40	11	36	4	9	104	45	11	43	1	102	18	54	28	0	90	7	32	60	1	47	1	11	33	26	11	4	6	1	6	1	3.1	8	2.6	2.9	1.2	4.2	3	4	1	39	30	11	3	3	0	7	2	2.7	6	2.4	2.6	1.3	3.5	2.2	21	39	39	1	82	79	6	15	164	36	10	17	2	13	6	3	4	5	30	14	4	70	5	25	145	27	5	26	3	12	2	14	5	4	4	0	4	13	21	5	36	58	1	9.9	20	5	21	72	2	49.9	65.6	76	2	22	154	26	11	44	6	8	13	13	6	7	3	1	13	38	3	7	60	6	34	126	26	3	13	1	20	4	25	3	13	1	3	1	10	6	1	56	35	9	0	147	44	47	9	0	2	0.4	29	-0.2	4.7	4.8	65	24	10	1	2.7	2.3	26	0.1	4.8	4.7	
7	2016	90	83.7	90.1	96.4	102.2	95.8	78.8	89.4	86.9	91.2	91.4	109	77.8	45	30	24	1	121	34	4	4	20	11	1	3	14	4	36	52	10	2	126	23	27	19	15	5	8	3	130	52	13	34	1	118	50	32	15	3	135	33	19	6	12	10	16	4	130	15	26	15	11	7	4	11	8	1	2	1.4	142	19	38	42	1	77	20	16	5	11	9	23	16	0	49.9	17	29	10	15	8	14	6	1	37.9	43	29	10	9	3	2	3	1	18.5	22	24	12	16	7	12	6	1	35.2	26	41	33	0	93	2	17	9	22	16	26	8	0	54.8	13	9	11	11	17	14	15	10	91452	25611	256958	231347	13	27	22	13	6	14	5	224200	147958	338824	190865	27	64	44	63	3	14	3	1	1	1	2	16	16	3	2	1	0	4	15	-1	-2	-13	49	12	38	1	111	22	52	23	3	99	15	30	7	20	14	10	4	111	38	8	47	2	5	91	43	7	48	2	95	17	51	31	1	86	7	39	53	1	54	3	12	27	23	12	6	8	1	7	1	3.2	11	2.7	3.3	1.1	4.8	3.7	2	4	39	28	10	4	3	2	7	1	3	8	2.8	2.6	1.4	4	2.6	21	40	39	0	82	78	6	16	162	39	8	14	1	15	4	2	4	8	35	12	3	71	6	23	148	28	6	30	1	9	2	13	3	5	6	0	2	15	27	6	43	51	0	4.7	16.1	4	24	71	1	50.1	66.5	75	3	22	153	28	9	48	5	7	12	14	5	7	6	1	14	43	-1	6	63	4	33	130	23	2	19	1	23	5	23	3	9	2	3	0	16	12	2	53	33	13	1	140	47	42	11	0	2.3	0.4	32	-0.2	4.8	5	66	24	10	0	2.5	2	26	0.1	4.8	4.7	
8	2016	89.8	82.4	92	95.5	94.5	93.9	83.8	99.1	89.7	89.5	84.4	107	78.7	44	30	26	0	118	35	5	9	21	12	2	3	14	9	29	55	10	6	119	16	32	17	17	4	8	6	127	57	9	33	1	124	51	30	14	5	137	34	19	4	11	8	18	6	134	14	30	14	14	7	3	9	6	1	2	1.2	140	22	36	41	1	81	19	19	7	14	7	19	14	1	46.2	17	28	11	16	10	13	4	1	36.2	40	31	8	12	2	4	3	0	19.7	20	27	13	14	5	15	4	2	34.9	21	45	33	1	88	2	17	9	22	12	30	7	1	55.6	8	6	11	17	17	15	14	12	95880	38320	245197	206877	17	33	16	13	6	11	4	187756	125424	326964	201541	34	57	45	77	2	18	2	2	1	4	1	15	20	4	1	1	0	1	5	1	-2	-13	47	13	38	2	109	22	54	19	5	103	15	31	7	20	14	7	6	112	40	9	43	3	5	97	43	11	44	2	99	20	51	27	2	93	6	40	52	2	54	4	16	27	24	11	3	6	2	6	1	3	13	2.5	3.6	0.8	4.3	3.4	3	3	40	29	11	3	3	1	6	1	2.9	7	2.6	2.5	1.4	3.6	2.2	24	38	37	1	87	77	5	18	159	40	7	15	1	15	9	1	5	6	31	14	4	68	4	28	140	26	4	28	1	11	3	17	4	6	5	0	2	9	24	5	49	46	0	0.4	14.8	5	30	64	1	39.5	54.6	78	1	21	157	26	8	53	6	7	12	12	4	6	4	1	14	49	2	6	69	2	29	140	25	2	20	2	26	4	19	2	9	2	4	6	18	15	0	49	43	7	1	142	46	45	8	1	1.9	0.4	25	-0.1	4.6	4.7	62	26	10	2	2.2	1.9	25	0.1	4.5	4.5	
9	2016	91.2	81.1	92.8	100.3	103.4	91.6	84.5	97.7	92.1	85.1	95	104.2	82.7	42	29	29	0	113	31	6	7	25	10	1	3	6	9	36	50	10	4	126	18	31	16	16	6	10	3	127	55	12	32	1	123	52	30	13	5	139	34	19	6	11	7	18	5	135	16	25	13	11	9	4	14	6	2	0	1.7	143	22	40	36	2	86	19	17	8	12	8	20	15	1	47.6	15	30	10	13	9	17	6	0	39.7	39	29	9	12	4	5	2	0	21.5	20	30	12	12	6	15	4	1	34.6	22	44	33	1	89	2	14	7	19	18	29	10	1	59.4	12	9	9	13	16	16	15	10	97709	24906	257969	233063	17	21	22	13	7	15	5	240608	122614	370139	247525	33	55	46	78	1	18	3	1	1	3	0	14	21	4	1	2	0	2	2	0	-3	-13	49	15	34	2	115	27	50	18	5	109	19	29	7	20	11	8	6	117	41	13	37	3	6	104	45	9	44	2	101	20	52	26	2	94	8	30	61	1	47	2	14	33	21	12	4	6	1	6	1	3	10	2.4	3.2	1	4.5	3.6	3	3	39	28	11	3	4	1	6	2	2.9	7	2.7	2.6	1.3	3.5	2.2	22	36	42	0	80	76	6	18	158	33	9	14	1	15	6	2	5	7	27	12	3	65	5	30	135	20	5	25	2	11	2	14	3	5	5	1	4	6	22	5	45	49	1	0.5	15.6	5	25	69	1	49.7	57	76	1	23	153	26	11	48	5	8	9	13	4	6	4	1	13	44	-1	7	61	5	34	127	25	3	17	1	23	3	21	3	10	3	4	4	14	10	-1	54	37	9	0	145	42	46	11	1	1.4	0.3	31	-0.2	4.5	4.7	66	22	11	1	2.1	2.1	19	0.1	4.6	4.5	
10	2016	87.2	76.3	90.9	94.5	93.4	92.6	79.7	95.6	86.9	84.1	86.9	103.2	76.8	41	29	30	0	111	32	4	7	22	11	2	6	10	3	36	48	9	7	127	21	25	17	15	5	10	7	126	59	11	30	0	129	57	27	13	3	144	40	16	5	10	7	18	4	139	21	23	13	11	10	4	12	5	1	0	1.5	135	19	39	40	2	79	19	18	7	12	8	19	16	1	47.7	14	29	14	16	8	14	5	0	38.2	40	30	10	13	2	3	2	0	20.3	21	23	15	10	8	15	7	1	37.9	25	45	30	0	95	4	17	6	21	19	26	7	0	54.7	8	12	6	13	15	16	17	13	107904	29669	393234	363566	20	23	18	11	10	13	5	218143	124803	373500	248697	33	53	47	80	2	17	3	1	2	2	1	12	22	3	1	1	0	1	3	0	-5	-10	49	13	37	1	112	23	51	20	6	103	16	29	7	19	13	9	7	113	35	13	44	3	5	91	40	9	50	1	90	20	51	27	2	93	6	34	58	2	48	2	12	34	20	13	4	6	1	7	1	3	10	2.4	3.2	1	4.6	3.5	3	3	41	26	11	3	4	1	6	2	2.8	7	2.7	2.4	1.2	3.8	2.6	20	38	41	1	79	76	5	19	157	35	10	13	1	12	7	3	6	3	28	10	3	64	7	29	135	22	4	24	2	9	3	13	5	7	4	2	3	9	19	3	41	55	1	6.8	17.4	5	22	71	2	49.7	63	72	2	26	146	24	8	43	8	8	10	11	7	9	5	1	13	36	-4	7	59	3	38	121	22	3	17	1	21	5	22	5	11	3	5	0	12	7	0	55	32	12	1	143	50	42	8	0	2.1	0.5	29	-0.1	4.6	4.7	63	27	9	1	2.3	2.1	23	0.1	4.5	4.4	
11	2016	93.8	86.2	93.2	102	101.7	97.4	86.6	95.7	93.4	93.3	93.6	107.3	85.2	46	25	29	0	117	37	6	7	23	10	2	3	14	8	37	47	11	5	126	24	24	15	16	6	10	5	126	56	13	30	1	126	56	24	15	5	141	37	17	4	9	7	20	6	138	15	27	12	12	8	3	14	8	1	0	1.8	143	27	34	38	1	89	16	19	8	12	8	22	15	0	48.6	13	30	12	14	8	16	7	0	40	38	31	12	11	2	4	2	0	19.7	21	27	12	15	7	12	5	1	33.8	26	41	33	0	93	4	18	9	17	14	31	5	2	54.4	10	8	11	13	14	19	13	12	101026	29946	296721	266775	16	23	22	11	9	15	4	238125	138032	395242	257210	42	50	43	92	7	18	3	1	2	3	0	15	16	6	2	1	0	2	1	-1	2	-8	48	14	36	2	112	31	41	23	5	108	18	23	6	18	11	17	7	112	46	9	37	4	4	109	48	9	41	2	107	23	50	26	1	97	5	28	65	2	40	2	15	31	20	14	5	5	2	6	0	3	11	2.4	3.3	0.9	4.7	3.7	4	2	39	29	12	3	4	1	5	1	2.9	8	2.9	2.6	1.4	3.8	2.4	23	37	38	2	85	78	6	16	162	41	9	15	1	11	6	2	4	5	35	13	2	67	7	26	141	23	4	24	2	12	2	14	4	5	4	1	2	9	20	5	41	53	1	4.9	14.8	7	25	67	1	29.5	47	74	1	25	149	23	10	43	8	9	13	13	6	7	5	1	10	37	1	8	59	4	37	122	23	3	18	1	24	4	22	3	10	3	3	1	15	11	1	58	33	8	1	150	42	48	10	0	1.7	0.3	31	-0.5	4.2	4.7	64	23	11	2	2.3	2.6	34	0.1	4.8	4.7	
12	2016	98.2	89.4	103.4	103.1	103.3	98.6	95.1	89.7	99.9	102.1	96.2	111.9	89.5	49	28	23	0	126	39	7	6	18	8	2	3	21	8	40	47	9	4	131	24	30	14	14	4	10	4	136	61	11	27	1	134	53	31	12	4	141	37	21	5	9	5	19	4	144	14	25	16	10	8	3	15	7	1	1	1.5	146	23	38	37	2	86	17	17	5	13	8	22	17	1	50.4	15	28	10	16	7	16	7	1	39.9	44	31	8	10	2	2	2	1	17.3	22	28	11	12	7	15	4	1	34.5	26	46	28	0	98	3	17	8	18	17	29	7	1	56.1	8	9	11	14	14	16	15	13	98361	31364	294880	263516	16	27	23	12	9	10	3	219122	128250	348846	220596	50	45	42	105	18	16	2	1	0	8	0	16	12	3	2	2	0	4	3	-1	4	2	54	13	31	2	123	42	33	23	2	119	23	21	5	14	5	28	4	125	51	7	32	3	7	119	49	9	39	3	110	28	48	22	2	106	7	24	67	2	40	3	20	29	19	13	4	5	1	5	1	2.8	11	2.2	3.3	0.7	4.5	3.9	5	4	40	26	10	4	3	1	6	1	2.6	8	2.9	2.3	1.1	3.5	2.4	26	42	31	1	95	79	6	15	164	44	9	12	2	15	5	2	4	5	39	10	6	65	7	28	137	25	5	21	4	13	1	12	6	6	5	1	3	13	15	6	46	47	1	0.4	13.2	7	32	60	1	24.6	46.1	73	2	25	148	20	9	39	14	9	12	14	6	8	5	1	6	33	-1	8	59	4	37	122	22	2	17	3	21	4	21	3	10	3	2	1	14	8	2	53	37	9	1	144	47	45	8	0	2.3	0.4	24	-0.1	4.8	4.9	65	26	8	1	2.7	2.6	19	0.2	4.8	4.6	
1	2017	98.5	88.7	105.2	102	104.9	99.3	94.3	95.1	95.5	100.6	100	111.3	90.3	47	30	23	0	124	36	6	9	17	8	0	2	19	13	41	46	11	2	130	22	29	16	14	3	14	2	134	61	9	29	1	132	55	28	15	2	140	36	18	4	11	4	23	4	139	12	26	16	13	6	4	12	8	2	1	1.9	149	20	39	40	1	80	16	16	7	13	8	21	19	0	52.5	13	28	10	16	11	16	5	1	40.6	38	37	8	11	2	3	1	0	18	18	27	13	15	8	15	3	1	36.6	25	47	27	1	98	2	14	8	20	17	30	8	1	58.5	9	11	11	12	12	17	16	12	96758	28620	316094	287474	14	23	23	16	7	14	3	249371	134722	352893	218171	64	46	32	118	20	23	2	1	1	6	1	21	15	2	1	3	0	1	1	0	8	-1	54	15	29	2	125	44	34	19	3	125	23	24	6	11	5	27	4	131	53	6	32	3	6	121	51	8	39	2	112	33	43	22	2	111	8	17	74	1	34	4	14	28	22	13	5	6	1	6	1	3.1	11	2.6	3.4	1	4.7	3.7	5	4	36	28	14	2	3	0	7	1	2.7	7	2.7	2.6	1.2	3.7	2.5	28	38	32	2	96	80	5	15	165	40	13	11	3	16	6	2	4	6	34	9	6	71	5	24	147	23	8	18	3	16	3	11	5	4	5	1	3	12	13	5	42	53	0	5.1	15.2	8	29	62	1	29.7	47.3	77	2	21	156	24	13	38	20	8	12	10	5	6	5	1	14	33	1	7	63	5	32	131	24	3	17	4	23	4	17	4	7	3	2	7	13	13	2	55	37	7	1	148	51	41	8	0	2.6	0.9	30	-0.1	5	5.1	70	19	9	2	2.8	2.6	22	0.3	4.9	4.6	
2	2017	96.3	89.3	100.1	99.1	97.4	97.3	94.9	98.1	97.8	99.5	88.8	111.5	86.5	48	32	20	0	128	35	9	7	18	7	1	2	17	13	35	48	12	5	123	20	30	18	13	3	11	5	134	64	9	26	1	138	55	28	15	2	140	38	20	4	10	4	21	3	144	13	28	16	13	7	3	11	7	1	1	1.6	145	24	36	38	2	86	17	16	7	12	8	21	19	0	51.4	16	26	11	16	8	16	6	1	39.5	41	30	12	11	2	2	2	0	18.8	19	28	11	12	7	17	5	1	37.5	28	42	30	0	98	2	15	7	14	19	30	11	2	60	13	11	6	14	16	16	16	8	99375	21223	298719	277496	16	25	22	11	8	15	3	221964	129052	372350	243298	68	52	27	116	28	21	2	0	0	9	1	26	11	2	2	1	0	1	1	-2	10	2	56	15	28	1	128	41	28	28	3	113	27	19	5	13	10	22	4	123	49	6	37	3	5	112	53	5	41	1	112	35	38	26	1	109	6	22	71	1	35	3	13	26	23	13	5	7	1	8	1	3.3	12	2.7	3.4	1.1	4.8	3.7	6	3	37	30	10	2	4	0	8	0	2.6	8	2.8	2.5	1.3	3.5	2.2	21	46	26	7	95	77	7	16	161	34	16	8	1	13	6	2	5	4	28	6	4	70	5	25	145	25	8	18	2	15	2	14	4	2	5	1	2	11	14	6	41	53	0	4.8	15.1	10	27	62	1	20.4	46.2	75	1	24	151	21	13	38	17	8	12	12	7	6	5	1	9	31	1	7	64	3	33	131	27	3	13	4	26	4	18	3	8	3	3	9	10	15	1	48	42	9	1	139	48	46	6	0	2.4	0.4	26	-0.1	4.6	4.7	64	25	10	1	1.9	2	17	0.1	4.4	4.4	
3	2017	96.9	82.6	100.3	107.5	97.1	99.2	95.9	100.4	97.1	99.8	90	113.2	86.5	50	32	18	0	132	35	9	8	17	5	1	3	18	13	39	46	11	4	128	26	28	18	14	3	7	4	137	63	13	23	1	140	52	31	13	4	139	37	22	6	8	5	18	4	146	15	24	12	14	9	3	14	8	1	0	2.3	146	23	43	33	1	90	21	17	5	10	7	21	18	1	49.2	13	25	13	17	10	14	7	1	41.4	41	33	8	9	2	5	1	1	18.3	20	24	10	16	8	16	5	1	37.9	27	49	23	1	104	2	13	6	18	14	35	9	3	61.4	9	7	11	12	14	18	14	15	104667	37625	309579	271954	12	24	23	15	8	15	3	248687	140758	376719	235960	69	50	27	119	25	24	2	0	0	11	0	24	14	2	1	1	0	2	1	-1	10	1	54	19	25	2	129	41	30	28	1	113	32	19	6	16	13	10	4	122	53	4	37	2	4	116	47	6	44	3	103	36	37	25	2	111	6	18	75	1	31	2	15	28	20	12	4	7	1	10	1	3.2	11	2.5	3.3	1	4.7	3.6	5	4	37	26	8	4	4	0	10	2	2.7	9	2.9	2.4	1.2	3.5	2.3	26	39	32	3	94	78	6	16	162	32	15	10	2	18	7	1	5	4	25	9	9	71	5	24	147	23	9	20	5	16	2	12	5	4	5	0	2	11	15	7	49	44	0	0.4	11.4	9	33	57	1	15.3	42.5	74	2	24	150	19	13	33	19	9	14	12	6	7	5	0	7	27	2	9	69	4	27	142	27	3	12	6	30	3	14	4	7	4	2	13	8	19	1	59	33	8	0	151	51	41	7	1	2.2	0.8	29	-0.4	4.8	5.2	67	23	10	0	2.7	2.3	29	0.1	4.8	4.6	
4	2017	97	84.9	99.7	106.9	98.7	99.6	94.2	96.1	94.5	98.6	97.7	112.7	87	50	26	24	0	126	36	9	7	18	6	3	3	18	10	41	47	10	2	131	25	30	15	12	5	10	3	138	67	9	23	1	144	54	29	13	4	141	41	21	4	8	6	15	5	148	14	26	16	9	10	2	13	8	1	1	1.6	145	21	39	38	2	83	17	18	7	11	8	23	15	1	49.6	14	29	12	15	8	13	8	1	39.9	42	30	10	9	3	4	2	0	19.2	23	23	12	14	7	16	4	1	36.6	26	45	29	0	97	2	13	10	18	16	31	8	2	58.7	10	11	6	14	12	14	19	14	98575	23788	388211	364423	15	24	20	10	11	17	3	229618	138510	408941	270431	66	50	29	116	24	21	1	1	1	7	1	22	15	1	1	1	2	1	1	0	6	2	58	13	27	2	131	42	34	22	2	120	34	22	5	12	13	9	5	131	49	5	36	4	6	113	48	8	42	2	106	36	41	23	0	113	5	17	77	1	28	3	14	31	23	13	3	5	1	7	0	2.9	11	2.5	3.3	1	4.2	3.2	5	2	42	26	9	5	2	0	7	2	2.7	7	2.6	2.4	1.2	3.4	2.2	21	44	31	4	90	80	6	14	166	34	12	13	3	14	7	2	3	6	27	11	5	73	6	21	152	24	8	21	4	15	3	13	3	3	3	0	1	11	18	5	42	52	1	4.7	12.7	7	30	62	1	24.7	45.3	76	3	21	155	20	13	35	17	12	14	13	7	4	4	1	7	28	6	11	69	4	27	142	31	2	13	6	25	4	15	3	7	3	2	16	10	15	2	62	29	9	0	153	58	35	6	1	2.9	1.8	33	0	5	4.9	68	21	10	1	2.4	2.4	22	0.2	4.5	4.3	
